rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,date
3,3,-1,OLD,20205262,엽문4: 더 파이널,2020-04-01,12323600,10.2,-35310000,-74.1,481237700,1476,-3728,-71.6,55429,172,413,2020-04-13
4,4,0,OLD,20204107,주디,2020-03-25,8901200,7.4,-17468060,-66.2,687536060,1095,-1775,-61.8,83800,238,368,2020-04-13
5,5,0,OLD,20199842,인비저블맨,2020-02-26,8078300,6.7,-17810680,-68.8,4947087680,939,-1813,-65.9,567153,185,259,2020-04-13
6,6,0,OLD,20206446,n번째 이별 중,2020-04-01,5998500,5.0,-10603200,-63.9,177144400,710,-1021,-59,19645,130,247,2020-04-13
7,7,0,NEW,20206021,건즈 아킴보,2020-04-15,4424000,3.7,4424000,100,7056000,632,632,100,1008,5,5,2020-04-13
8,8,-1,OLD,20167904,라라랜드,2016-12-07,3131900,2.6,-4771500,-60.4,30331844708,598,-917,-60.5,3640104,67,145,2020-04-13
9,9,0,OLD,20205902,신과 나: 100일간의 거래,2020-04-08,4002920,3.3,-5468960,-57.7,53547560,509,-556,-52.2,6289,164,214,2020-04-13
10,10,0,OLD,20176767,"나는 내일, 어제의 너와 만난다",2017-10-12,2040500,1.7,-1986500,-49.3,1361364300,403,-397,-49.6,178661,36,54,2020-04-13
1,1,0,OLD,20192399,1917,2020-02-19,20785160,16.7,837880,4.2,6950936060,2499,109,4.6,764282,317,570,2020-04-14
2,2,1,OLD,20205262,엽문4: 더 파이널,2020-04-01,13830400,11.1,1506800,12.2,495068100,1655,179,12.1,57084,173,409,2020-04-14
3,3,-1,OLD,20206402,오픈 더 도어 ,2020-04-08,13043800,10.5,-744900,-5.4,136105600,1547,-94,-5.7,15142,163,347,2020-04-14
4,4,0,OLD,20204107,주디,2020-03-25,9382940,7.5,481740,5.4,696919000,1156,61,5.6,84956,246,383,2020-04-14
5,5,0,OLD,20199842,인비저블맨,2020-02-26,8555860,6.9,477560,5.9,4955643540,1027,88,9.4,568180,199,286,2020-04-14
6,6,0,OLD,20206446,n번째 이별 중,2020-04-01,5820900,4.7,-177600,-3,182965300,690,-20,-2.8,20335,127,231,2020-04-14
7,7,1,OLD,20167904,라라랜드,2016-12-07,2868880,2.3,-263020,-8.4,30334713588,572,-26,-4.3,3640676,68,133,2020-04-14
8,8,2,OLD,20176767,"나는 내일, 어제의 너와 만난다",2017-10-12,2227000,1.8,186500,9.1,1363591300,443,40,9.9,179104,36,55,2020-04-14
9,9,0,OLD,20205902,신과 나: 100일간의 거래,2020-04-08,3372720,2.7,-630200,-15.7,56920280,434,-75,-14.7,6723,168,211,2020-04-14
10,10,0,NEW,20204741,비밀정보원: 인 더 프리즌 ,2020-04-15,3726000,3.0,3726000,100,3726000,414,414,100,414,3,3,2020-04-14
1,1,0,NEW,20206190,서치 아웃,2020-04-15,46999900,12.8,46999900,100,46999900,5168,5168,100,5168,338,839,2020-04-15
2,2,25,OLD,20206021,건즈 아킴보,2020-04-15,46029500,12.5,45381500,7003.3,53733500,5048,4940,4574.1,6164,162,469,2020-04-15
3,3,-2,OLD,20192399,1917,2020-02-19,43609500,11.9,22824340,109.8,6994545560,4854,2355,94.2,769136,276,497,2020-04-15
4,4,3,OLD,20167904,라라랜드,2016-12-07,23562820,6.4,20693940,721.3,30358276408,4574,4002,699.7,3645250,247,425,2020-04-15
5,5,-3,OLD,20205262,엽문4: 더 파이널,2020-04-01,23886400,6.5,10056000,72.7,518954500,2657,1002,60.5,59741,144,358,2020-04-15
6,6,-3,OLD,20206402,오픈 더 도어 ,2020-04-08,22872200,6.2,9828400,75.3,158977800,2417,870,56.2,17559,146,336,2020-04-15
7,7,3,OLD,20204741,비밀정보원: 인 더 프리즌 ,2020-04-15,20979740,5.7,17253740,463.1,24705740,2364,1950,471,2778,184,308,2020-04-15
8,8,0,NEW,20196716,유령선,2020-04-15,16079120,4.4,16079120,100,16079120,1754,1754,100,1754,136,179,2020-04-15
9,9,31,OLD,20190280,날씨의 아이,2019-10-30,8595760,2.3,8206680,2109.3,5607369430,1675,1620,2945.5,676994,74,130,2020-04-15
10,10,0,NEW,20161827,로건,2017-03-01,11436980,3.1,11436980,100,18402497203,1603,1603,100,2170712,259,360,2020-04-15
1,1,1,OLD,20206021,건즈 아킴보,2020-04-15,21120500,14.5,-24909000,-54.1,74854000,2755,-2293,-45.4,8919,163,406,2020-04-16
2,2,-1,OLD,20206190,서치 아웃,2020-04-15,19157800,13.1,-27842100,-59.2,66157700,2326,-2842,-55,7494,319,656,2020-04-16
3,3,1,OLD,20167904,라라랜드,2016-12-07,10710160,7.3,-12852660,-54.5,30368986568,2101,-2473,-54.1,3647351,232,373,2020-04-16
4,4,-1,OLD,20192399,1917,2020-02-19,13124260,9.0,-30485240,-69.9,7007669820,1597,-3257,-67.1,770733,244,371,2020-04-16
5,5,2,OLD,20204741,비밀정보원: 인 더 프리즌 ,2020-04-15,9618740,6.6,-11361000,-54.2,34324480,1208,-1156,-48.9,3986,174,284,2020-04-16
6,6,2,OLD,20196716,유령선,2020-04-15,7592840,5.2,-8486280,-52.8,23671960,894,-860,-49,2648,132,182,2020-04-16
7,7,-1,OLD,20206402,오픈 더 도어 ,2020-04-08,7134100,4.9,-15738100,-68.8,166111900,838,-1579,-65.3,18397,126,239,2020-04-16
8,8,-3,OLD,20205262,엽문4: 더 파이널,2020-04-01,6596100,4.5,-17290300,-72.4,525550600,797,-1860,-70,60538,128,250,2020-04-16
9,9,1,OLD,20161827,로건,2017-03-01,5400580,3.7,-6036400,-52.8,18407897783,789,-814,-50.8,2171501,200,263,2020-04-16
10,10,1,OLD,20206447,라라걸,2020-04-15,4450760,3.1,-7668180,-63.3,23242700,570,-762,-57.2,2534,147,193,2020-04-16
1,1,2,OLD,20167904,라라랜드,2016-12-07,14425460,7.6,3715300,34.7,30383412028,2836,735,35,3650187,253,416,2020-04-17
2,2,0,OLD,20206190,서치 아웃,2020-04-15,25026760,13.2,5868960,30.6,91184460,2800,474,20.4,10294,314,690,2020-04-17
3,3,1,OLD,20192399,1917,2020-02-19,21255920,11.2,8131660,62,7028925740,2397,800,50.1,773130,267,437,2020-04-17
4,4,-3,OLD,20206021,건즈 아킴보,2020-04-15,20506500,10.8,-614000,-2.9,95360500,2242,-513,-18.6,11161,160,393,2020-04-17
5,5,0,OLD,20204741,비밀정보원: 인 더 프리즌 ,2020-04-15,13042680,6.9,3423940,35.6,47367160,1487,279,23.1,5473,172,293,2020-04-17
6,6,0,OLD,20196716,유령선,2020-04-15,13153440,7.0,5560600,73.2,36825400,1449,555,62.1,4097,146,203,2020-04-17
7,7,1,OLD,20205262,엽문4: 더 파이널,2020-04-01,9171000,4.8,2574900,39,534721600,1054,257,32.2,61592,130,277,2020-04-17
8,8,-1,OLD,20206402,오픈 더 도어 ,2020-04-08,9433700,5.0,2299600,32.2,175545600,1000,162,19.3,19397,133,262,2020-04-17
9,9,0,OLD,20161827,로건,2017-03-01,6055500,3.2,654920,12.1,18413953283,882,93,11.8,2172383,217,279,2020-04-17
10,10,0,OLD,20206447,라라걸,2020-04-15,6617360,3.5,2166600,48.7,29860060,769,199,34.9,3303,144,201,2020-04-17
1,1,0,OLD,20167904,라라랜드,2016-12-07,29880960,8.4,15455500,107.1,30413292988,5846,3010,106.1,3656033,294,530,2020-04-18
2,2,1,OLD,20192399,1917,2020-02-19,50882340,14.2,29626420,139.4,7079808080,5647,3250,135.6,778777,306,577,2020-04-18
3,3,-1,OLD,20206190,서치 아웃,2020-04-15,45472720,12.7,20445960,81.7,136657180,5098,2298,82.1,15392,345,849,2020-04-18
4,4,0,OLD,20206021,건즈 아킴보,2020-04-15,39625500,11.1,19119000,93.2,134986000,4213,1971,87.9,15374,181,489,2020-04-18
5,5,0,OLD,20204741,비밀정보원: 인 더 프리즌 ,2020-04-15,22130180,6.2,9087500,69.7,69497340,2531,1044,70.2,8004,200,361,2020-04-18
6,6,2,OLD,20206402,오픈 더 도어 ,2020-04-08,21403500,6.0,11969800,126.9,196949100,2288,1288,128.8,21685,145,329,2020-04-18
7,7,-1,OLD,20196716,유령선,2020-04-15,19252100,5.4,6098660,46.4,56077500,2118,669,46.2,6215,165,250,2020-04-18
8,8,-1,OLD,20205262,엽문4: 더 파이널,2020-04-01,18080500,5.1,8909500,97.1,552802100,2051,997,94.6,63643,148,344,2020-04-18
9,9,1,OLD,20206447,라라걸,2020-04-15,13758340,3.8,7140980,107.9,43618400,1586,817,106.2,4889,187,276,2020-04-18
10,10,1,OLD,20128274,레미제라블,2012-12-19,6903500,1.9,3383000,96.1,43146498500,1375,677,97,5931179,58,98,2020-04-18
1,1,0,OLD,20167904,라라랜드,2016-12-07,32696080,8.8,2815120,9.4,30445989068,6387,541,9.3,3662420,304,550,2020-04-19
2,2,0,OLD,20192399,1917,2020-02-19,56773680,15.3,5891340,11.6,7136581760,6263,616,10.9,785040,306,584,2020-04-19
3,3,0,OLD,20206190,서치 아웃,2020-04-15,47446920,12.8,1974200,4.3,184104100,5235,137,2.7,20627,355,852,2020-04-19
4,4,0,OLD,20206021,건즈 아킴보,2020-04-15,37268000,10.1,-2357500,-5.9,172254000,3994,-219,-5.2,19368,175,477,2020-04-19
5,5,0,OLD,20204741,비밀정보원: 인 더 프리즌 ,2020-04-15,23767160,6.4,1636980,7.4,93264500,2662,131,5.2,10666,197,369,2020-04-19
6,6,0,OLD,20206402,오픈 더 도어 ,2020-04-08,22341000,6.0,937500,4.4,219290100,2339,51,2.2,24024,147,329,2020-04-19
7,7,1,OLD,20205262,엽문4: 더 파이널,2020-04-01,19581500,5.3,1501000,8.3,572383600,2189,138,6.7,65832,144,330,2020-04-19
8,8,-1,OLD,20196716,유령선,2020-04-15,17594300,4.7,-1657800,-8.6,73671800,1945,-173,-8.2,8160,163,258,2020-04-19
9,9,0,OLD,20206447,라라걸,2020-04-15,13506540,3.6,-251800,-1.8,57124940,1541,-45,-2.8,6430,177,262,2020-04-19
10,10,0,OLD,20128274,레미제라블,2012-12-19,6749500,1.8,-154000,-2.2,43153248000,1335,-40,-2.9,5932514,60,100,2020-04-19
1,1,0,OLD,20167904,라라랜드,2016-12-07,13623680,10.0,-19072400,-58.3,30459612748,2626,-3761,-58.9,3665046,264,446,2020-04-20
2,2,0,OLD,20192399,1917,2020-02-19,16779160,12.3,-39994520,-70.4,7153360920,2037,-4226,-67.5,787077,278,444,2020-04-20
3,3,0,OLD,20206190,서치 아웃,2020-04-15,15811580,11.6,-31635340,-66.7,199915680,1983,-3252,-62.1,22610,288,576,2020-04-20
4,4,0,OLD,20206021,건즈 아킴보,2020-04-15,11226500,8.2,-26041500,-69.9,183480500,1378,-2616,-65.5,20746,144,328,2020-04-20
5,5,0,OLD,20204741,비밀정보원: 인 더 프리즌 ,2020-04-15,8461440,6.2,-15305720,-64.4,101725940,1059,-1603,-60.2,11725,171,291,2020-04-20
6,6,2,OLD,20196716,유령선,2020-04-15,7857480,5.8,-9736820,-55.3,81529280,978,-967,-49.7,9138,148,209,2020-04-20
7,7,-1,OLD,20206402,오픈 더 도어 ,2020-04-08,6747400,4.9,-15593600,-69.8,226037500,808,-1531,-65.5,24832,125,234,2020-04-20
8,8,-1,OLD,20205262,엽문4: 더 파이널,2020-04-01,5637500,4.1,-13944000,-71.2,578021100,682,-1507,-68.8,66514,122,222,2020-04-20
9,9,0,OLD,20206447,라라걸,2020-04-15,4996660,3.7,-8509880,-63,62121600,614,-927,-60.2,7044,140,186,2020-04-20
10,10,2,OLD,20161827,로건,2017-03-01,3936900,2.9,-4564820,-53.7,18435372803,585,-686,-54,2175541,176,217,2020-04-20
1,1,0,OLD,20167904,라라랜드,2016-12-07,13274620,9.4,-349060,-2.6,30472887368,2601,-25,-1,3667647,264,453,2020-04-21
2,2,0,OLD,20192399,1917,2020-02-19,17875860,12.7,1096700,6.5,7171236780,2186,149,7.3,789263,272,461,2020-04-21
3,3,0,OLD,20206190,서치 아웃,2020-04-15,13780860,9.8,-2030720,-12.8,213696540,1704,-279,-14.1,24314,280,550,2020-04-21
4,4,0,NEW,20205402,트롤: 월드 투어,2020-04-29,6130000,4.3,6130000,100,6274000,1226,1226,100,1242,2,4,2020-04-21
5,5,-1,OLD,20206021,건즈 아킴보,2020-04-15,9402500,6.7,-1824000,-16.2,192883000,1153,-225,-16.3,21899,147,329,2020-04-21
6,6,-1,OLD,20204741,비밀정보원: 인 더 프리즌 ,2020-04-15,8245120,5.8,-216320,-2.6,109971060,1046,-13,-1.2,12771,165,282,2020-04-21
7,7,0,OLD,20206402,오픈 더 도어 ,2020-04-08,6666400,4.7,-81000,-1.2,232703900,788,-20,-2.5,25620,115,220,2020-04-21
8,8,0,OLD,20205262,엽문4: 더 파이널,2020-04-01,5891500,4.2,254000,4.5,583912600,728,46,6.7,67242,113,224,2020-04-21
9,9,-3,OLD,20196716,유령선,2020-04-15,5710060,4.0,-2147420,-27.3,87239340,699,-279,-28.5,9837,140,195,2020-04-21
10,10,-1,OLD,20206447,라라걸,2020-04-15,5380980,3.8,384320,7.7,67502580,685,71,11.6,7729,146,191,2020-04-21
1,1,0,OLD,20167904,라라랜드,2016-12-07,15011520,10.0,1736900,13.1,30487898888,2928,327,12.6,3670575,298,529,2020-04-22
2,2,0,OLD,20192399,1917,2020-02-19,19764040,13.2,1888180,10.6,7191000820,2409,223,10.2,791672,284,504,2020-04-22
3,3,11,OLD,20206165,이누야시키 : 히어로 VS 빌런,2020-04-22,11414300,7.6,6509300,132.7,22137300,1578,1033,189.5,2751,180,269,2020-04-22
4,4,-1,OLD,20206190,서치 아웃,2020-04-15,11799040,7.9,-1981820,-14.4,225495580,1446,-258,-15.1,25760,257,459,2020-04-22
5,5,0,NEW,19888010,시네마 천국,1990-07-07,5177500,3.5,5177500,100,243421700,1028,1028,100,37593,77,131,2020-04-22
6,5,1,OLD,20204741,비밀정보원: 인 더 프리즌 ,2020-04-15,8417020,5.6,171900,2.1,118388080,1028,-18,-1.7,13799,141,241,2020-04-22
7,7,-2,OLD,20206021,건즈 아킴보,2020-04-15,8474500,5.7,-928000,-9.9,201357500,1025,-128,-11.1,22924,142,287,2020-04-22
8,8,0,NEW,20139083,언어의 정원,2013-08-14,3999000,2.7,3999000,100,480818923,798,798,100,71295,111,163,2020-04-22
9,9,-1,OLD,20205262,엽문4: 더 파이널,2020-04-01,5866200,3.9,-25300,-0.4,589778800,733,5,0.7,67975,123,214,2020-04-22
10,10,-3,OLD,20206402,오픈 더 도어 ,2020-04-08,5580800,3.7,-1085600,-16.3,238284700,671,-117,-14.8,26291,97,181,2020-04-22
1,1,0,OLD,20167904,라라랜드,2016-12-07,13475320,8.1,-1536200,-10.2,30501374208,2612,-316,-10.8,3673187,283,445,2020-04-23
2,2,117,OLD,20124721,어벤져스,2012-04-26,14237480,8.5,14237480,100,59578561958,2319,2319,100,7077926,354,520,2020-04-23
3,3,-1,OLD,20192399,1917,2020-02-19,16346000,9.8,-3418040,-17.3,7207346820,1988,-421,-17.5,793660,256,377,2020-04-23
4,4,0,NEW,20148493,어벤져스: 에이지 오브 울트론,2015-04-23,7491900,4.5,7491900,100,88593029266,1258,1258,100,10496098,297,381,2020-04-23
5,5,0,NEW,20207722,저 산 너머,2020-04-30,5458500,3.3,5458500,100,6241500,1213,1213,100,1300,8,9,2020-04-23
6,6,13,OLD,20206865,애프터 웨딩 인 뉴욕 ,2020-04-23,7940880,4.8,5977380,304.4,10570380,1005,741,280.7,1343,138,186,2020-04-23
7,7,-4,OLD,20206165,이누야시키 : 히어로 VS 빌런,2020-04-22,6977840,4.2,-4436460,-38.9,29115140,966,-612,-38.8,3717,169,224,2020-04-23
8,8,-4,OLD,20206190,서치 아웃,2020-04-15,7772240,4.7,-4026800,-34.1,233267820,939,-507,-35.1,26699,190,305,2020-04-23
9,9,-4,OLD,19888010,시네마 천국,1990-07-07,4380000,2.6,-797500,-15.4,247801700,867,-161,-15.7,38460,79,128,2020-04-23
10,10,0,NEW,20207101,헌트,2020-04-23,6232280,3.7,6232280,100,6232280,846,846,100,846,26,28,2020-04-23
1,1,0,OLD,20167904,라라랜드,2016-12-07,17321540,10.3,3846220,28.5,30518695748,3379,767,29.4,3676566,306,497,2020-04-24
2,2,1,OLD,20192399,1917,2020-02-19,22216340,13.3,5870340,35.9,7229563160,2541,553,27.8,796201,281,422,2020-04-24
3,3,-1,OLD,20124721,어벤져스,2012-04-26,10864580,6.5,-3372900,-23.7,59589426538,1738,-581,-25.1,7079664,318,445,2020-04-24
4,4,0,OLD,20148493,어벤져스: 에이지 오브 울트론,2015-04-23,7676240,4.6,184340,2.5,88600705506,1245,-13,-1,10497343,307,399,2020-04-24
5,5,1,OLD,20206865,애프터 웨딩 인 뉴욕 ,2020-04-23,9464940,5.6,1524060,19.2,20035320,1129,124,12.3,2472,138,189,2020-04-24
6,6,3,OLD,19888010,시네마 천국,1990-07-07,4946500,3.0,566500,12.9,252748200,975,108,12.5,39435,89,140,2020-04-24
7,7,1,OLD,20206190,서치 아웃,2020-04-15,8162140,4.9,389900,5,241429960,932,-7,-0.7,27631,187,292,2020-04-24
8,8,2,OLD,20207101,헌트,2020-04-23,6654840,4.0,422560,6.8,12887120,862,16,1.9,1708,24,27,2020-04-24
9,9,-4,OLD,20207722,저 산 너머,2020-04-30,3640500,2.2,-1818000,-33.3,9882000,809,-404,-33.3,2109,3,3,2020-04-24
10,10,3,OLD,20204741,비밀정보원: 인 더 프리즌 ,2020-04-15,6721900,4.0,1808620,36.8,130023260,760,150,24.6,15169,104,159,2020-04-24
1,1,0,OLD,20167904,라라랜드,2016-12-07,35723620,9.8,18402080,106.2,30554419368,6936,3557,105.3,3683502,376,659,2020-04-25
2,2,0,OLD,20192399,1917,2020-02-19,60519580,16.5,38303240,172.4,7290082740,6790,4249,167.2,802991,347,600,2020-04-25
3,3,0,OLD,20124721,어벤져스,2012-04-26,17990400,4.9,7125820,65.6,59607416938,2891,1153,66.3,7082555,382,577,2020-04-25
4,4,0,OLD,20148493,어벤져스: 에이지 오브 울트론,2015-04-23,13556420,3.7,5880180,76.6,88614261926,2239,994,79.8,10499582,365,505,2020-04-25
5,5,0,OLD,20206865,애프터 웨딩 인 뉴욕 ,2020-04-23,18351780,5.0,8886840,93.9,38387100,2128,999,88.5,4600,157,239,2020-04-25
6,6,11,OLD,20196716,유령선,2020-04-15,19049600,5.2,15207660,395.8,117497400,2076,1639,375.1,13258,156,224,2020-04-25
7,7,0,OLD,20206190,서치 아웃,2020-04-15,17415660,4.8,9253520,113.4,258845620,1972,1040,111.6,29603,241,417,2020-04-25
8,8,-2,OLD,19888010,시네마 천국,1990-07-07,8857500,2.4,3911000,79.1,261605700,1741,766,78.6,41176,92,154,2020-04-25
9,9,2,OLD,20206021,건즈 아킴보,2020-04-15,11793000,3.2,5318000,82.1,225719000,1302,578,79.8,25698,122,225,2020-04-25
10,10,0,OLD,20204741,비밀정보원: 인 더 프리즌 ,2020-04-15,11207780,3.1,4485880,66.7,141231040,1293,533,70.1,16462,109,188,2020-04-25
1,1,1,OLD,20192399,1917,2020-02-19,55693360,16.6,-4826220,-8,7345776100,6313,-477,-7,809304,345,605,2020-04-26
2,2,-1,OLD,20167904,라라랜드,2016-12-07,32074800,9.6,-3648820,-10.2,30586494168,6213,-723,-10.4,3689715,387,679,2020-04-26
3,3,0,OLD,20124721,어벤져스,2012-04-26,14951020,4.5,-3039380,-16.9,59622367958,2406,-485,-16.8,7084961,350,507,2020-04-26
4,4,2,OLD,20196716,유령선,2020-04-15,21513900,6.4,2464300,12.9,139011300,2333,257,12.4,15591,154,231,2020-04-26
5,5,0,OLD,20206865,애프터 웨딩 인 뉴욕 ,2020-04-23,19132780,5.7,781000,4.3,57519880,2194,66,3.1,6794,169,241,2020-04-26
6,6,-2,OLD,20148493,어벤져스: 에이지 오브 울트론,2015-04-23,13203220,3.9,-353200,-2.6,88627465146,2183,-56,-2.5,10501765,344,488,2020-04-26
7,7,0,OLD,20206190,서치 아웃,2020-04-15,18074900,5.4,659240,3.8,276920520,2021,49,2.5,31624,237,420,2020-04-26
8,8,0,OLD,19888010,시네마 천국,1990-07-07,7330000,2.2,-1527500,-17.2,268935700,1446,-295,-16.9,42622,91,152,2020-04-26
9,9,1,OLD,20204741,비밀정보원: 인 더 프리즌 ,2020-04-15,11887280,3.5,679500,6.1,153118320,1373,80,6.2,17835,113,197,2020-04-26
10,10,2,OLD,20190280,날씨의 아이,2019-10-30,7595480,2.3,435460,6.1,5655129050,1256,65,5.5,685842,72,124,2020-04-26
1,1,0,NEW,20207722,저 산 너머,2020-04-30,12717000,9.8,12717000,100,22599000,2826,2826,100,4935,22,22,2020-04-27
2,2,0,OLD,20167904,라라랜드,2016-12-07,12852380,9.9,-19222420,-59.9,30599346548,2453,-3760,-60.5,3692168,319,537,2020-04-27
3,3,-2,OLD,20192399,1917,2020-02-19,18583840,14.4,-37109520,-66.6,7364359940,2289,-4024,-63.7,811593,314,485,2020-04-27
4,4,1,OLD,20206865,애프터 웨딩 인 뉴욕 ,2020-04-23,7987020,6.2,-11145760,-58.3,65506900,1022,-1172,-53.4,7816,136,201,2020-04-27
5,5,-2,OLD,20124721,어벤져스,2012-04-26,5686920,4.4,-9264100,-62,59628054878,927,-1479,-61.5,7085888,254,332,2020-04-27
6,6,0,OLD,20148493,어벤져스: 에이지 오브 울트론,2015-04-23,5199680,4.0,-8003540,-60.6,88632664826,884,-1299,-59.5,10502649,270,340,2020-04-27
7,7,0,OLD,20206190,서치 아웃,2020-04-15,6664040,5.2,-11410860,-63.1,283584560,831,-1190,-58.9,32455,191,293,2020-04-27
8,8,0,OLD,19888010,시네마 천국,1990-07-07,3486500,2.7,-3843500,-52.4,272422200,681,-765,-52.9,43303,86,135,2020-04-27
9,8,-4,OLD,20196716,유령선,2020-04-15,5562700,4.3,-15951200,-74.1,144574000,681,-1652,-70.8,16272,128,180,2020-04-27
10,10,-1,OLD,20204741,비밀정보원: 인 더 프리즌 ,2020-04-15,3932780,3.0,-7954500,-66.9,157051100,505,-868,-63.2,18340,99,146,2020-04-27
1,1,0,OLD,20207722,저 산 너머,2020-04-30,22135500,13.5,9418500,74.1,44734500,4919,2093,74.1,9854,28,28,2020-04-28
2,2,0,OLD,20167904,라라랜드,2016-12-07,14988160,9.2,2135780,16.6,30614334708,2907,454,18.5,3695075,343,557,2020-04-28
3,3,0,OLD,20192399,1917,2020-02-19,22038500,13.5,3454660,18.6,7386398440,2773,484,21.1,814366,326,497,2020-04-28
4,4,0,OLD,20206865,애프터 웨딩 인 뉴욕 ,2020-04-23,9477420,5.8,1490400,18.7,74984320,1207,185,18.1,9023,142,212,2020-04-28
5,5,1,OLD,20148493,어벤져스: 에이지 오브 울트론,2015-04-23,6327920,3.9,1128240,21.7,88638992746,1115,231,26.1,10503764,291,387,2020-04-28
6,6,-1,OLD,20124721,어벤져스,2012-04-26,5897580,3.6,210660,3.7,59633952458,996,69,7.4,7086884,277,376,2020-04-28
7,7,0,OLD,20206190,서치 아웃,2020-04-15,7415580,4.5,751540,11.3,291000140,925,94,11.3,33380,202,312,2020-04-28
8,8,0,OLD,19888010,시네마 천국,1990-07-07,3956500,2.4,470000,13.5,276378700,767,86,12.6,44070,84,134,2020-04-28
9,9,1,OLD,20204741,비밀정보원: 인 더 프리즌 ,2020-04-15,5317160,3.2,1384380,35.2,162368260,676,171,33.9,19016,101,160,2020-04-28
10,10,-2,OLD,20196716,유령선,2020-04-15,5309560,3.2,-253140,-4.6,149883560,657,-24,-3.5,16929,135,189,2020-04-28
1,1,0,NEW,20205402,트롤: 월드 투어,2020-04-29,63872900,13.9,63872900,100,70146900,9638,9638,100,10880,196,549,2020-04-29
2,2,0,NEW,20197397,나의 청춘은 너의 것,2020-04-29,53244000,11.6,53244000,100,53244000,8248,8248,100,8248,374,648,2020-04-29
3,3,0,NEW,20184889,어벤져스: 엔드게임,2019-04-24,51889400,11.3,51889400,100,122234583560,6980,6980,100,13941572,491,691,2020-04-29
4,4,0,NEW,20181685,호텔 레이크,2020-04-29,44646400,9.7,44646400,100,46379400,6934,6934,100,7167,364,732,2020-04-29
5,5,0,NEW,20206441,마이 스파이,2020-04-29,36776600,8.0,36776600,100,37523600,6452,6452,100,6535,176,463,2020-04-29
6,6,0,NEW,20183782,기생충,2019-05-30,40628120,8.9,40628120,100,87315429275,6326,6326,100,10295966,456,982,2020-04-29
7,7,0,NEW,20177478,어벤져스: 인피니티 워,2018-04-25,36654080,8.0,36654080,100,99963053849,4622,4622,100,11217332,391,537,2020-04-29
8,8,0,NEW,20206982,킹덤,2020-04-29,24319000,5.3,24319000,100,27343000,3961,3961,100,4393,172,414,2020-04-29
9,9,-6,OLD,20192399,1917,2020-02-19,22866340,5.0,827840,3.8,7409264780,3681,908,32.7,818047,257,383,2020-04-29
10,10,-8,OLD,20167904,라라랜드,2016-12-07,14762520,3.2,-225640,-1.5,30629097228,2849,-58,-2,3697924,266,411,2020-04-29
1,1,0,OLD,20205402,트롤: 월드 투어,2020-04-29,120277160,14.2,56404260,88.3,190424060,15352,5714,59.3,26232,228,682,2020-04-30
2,2,0,OLD,20197397,나의 청춘은 너의 것,2020-04-29,97321700,11.5,44077700,82.8,150565700,11317,3069,37.2,19565,457,800,2020-04-30
3,3,8,OLD,20207722,저 산 너머,2020-04-30,85415460,10.1,75816960,789.9,139748460,10458,8341,394,22429,422,761,2020-04-30
4,4,0,OLD,20181685,호텔 레이크,2020-04-29,84541500,10.0,39895100,89.4,130920900,9765,2831,40.8,16932,416,770,2020-04-30
5,5,-2,OLD,20184889,어벤져스: 엔드게임,2019-04-24,62780100,7.4,10890700,21,122297363660,8809,1829,26.2,13950381,517,750,2020-04-30
6,6,-1,OLD,20206441,마이 스파이,2020-04-29,65248400,7.7,28471800,77.4,102772000,7481,1029,15.9,14016,221,573,2020-04-30
7,7,2,OLD,20192399,1917,2020-02-19,60575880,7.1,37709540,164.9,7469840660,7192,3511,95.4,825239,275,411,2020-04-30
8,8,2,OLD,20167904,라라랜드,2016-12-07,26779180,3.2,12016660,81.4,30655876408,5129,2280,80,3703053,268,417,2020-04-30
9,9,-3,OLD,20183782,기생충,2019-05-30,38902340,4.6,-1725780,-4.2,87354331615,4647,-1679,-26.5,10300613,447,922,2020-04-30
10,10,-3,OLD,20177478,어벤져스: 인피니티 워,2018-04-25,34380320,4.1,-2273760,-6.2,99997434169,4559,-63,-1.4,11221891,432,594,2020-04-30
1,1,0,OLD,20205402,트롤: 월드 투어,2020-04-29,70128520,12.2,-50148640,-41.7,260552580,8822,-6530,-42.5,35054,281,791,2020-05-01
2,2,0,OLD,20197397,나의 청춘은 너의 것,2020-04-29,64189060,11.2,-33132640,-34,214754760,7279,-4038,-35.7,26844,533,933,2020-05-01
3,3,11,OLD,20173226,패왕별희 디 오리지널,2017-03-30,59316340,10.4,45904840,342.3,97138740,6391,4918,333.9,10601,320,397,2020-05-01
4,4,0,OLD,20181685,호텔 레이크,2020-04-29,54055380,9.4,-30486120,-36.1,184976280,6150,-3615,-37,23082,444,776,2020-05-01
5,5,-2,OLD,20207722,저 산 너머,2020-04-30,48828300,8.5,-36587160,-42.8,188576760,5880,-4578,-43.8,28309,437,782,2020-05-01
6,6,-1,OLD,20184889,어벤져스: 엔드게임,2019-04-24,40896600,7.1,-21883500,-34.9,122338260260,5624,-3185,-36.2,13956005,479,647,2020-05-01
7,7,-1,OLD,20206441,마이 스파이,2020-04-29,42848900,7.5,-22399500,-34.3,145620900,4745,-2736,-36.6,18761,232,584,2020-05-01
